Title;l1Num;QID;Labels
In this paper we present an evaluation of techniques that are designed to encourage web searchers to interact more with the results of a web search. Two specific techniques are examined: the presentation of sentences that highly match the searcher's query and the use of implicit evidence. Implicit evidence is evidence captured from the searcher's interaction with the retrieval results and is used to automatically update the display. Our evaluation concentrates on the effectiveness and subject perception of these techniques. The results show;1;[11472, 27318, 21162272, 466, 2995644, 466, 21162272, 604733, 41796, 11169, 1192095, 7901733, 1347572, 1347572, 1347572, 1665869, 1192095, 2995644, 5290, 27318, 160402, 1296024, 21162272, 2995644];['paper', 'test', 'means', 'World Wide Web', 'result', 'World Wide Web', 'means', 'presentation', 'sentence', 'question mark', 'Searcher', 'Use', 'evidence', 'evidence', 'evidence', 'interaction', 'Searcher', 'result', 'computer monitor', 'test', 'perception', 'effectiveness', 'means', 'result']
Implicit relevance feedback (IRF) is the process by which a search system unobtrusively gathers evidence on searcher interests from their interaction with the system. IRF is a new method of gathering information on user interest and;1;[445558, 684885, 205663, 58778, 1347572, 170924, 1665869, 58778, 684885, 190686, 11028, 278368];['relevance feedback', 'International Rowing Federation', 'process', 'system', 'evidence', 'interest', 'interaction', 'system', 'International Rowing Federation', 'subroutine', 'information', 'user']
Information retrieval is conceptually fundamental in human communication as well as in man-computer communication. Computing and Information Retrieval professionals have the opportunity to apply information retrieval techniques within the second computer revolution to foster a new potential revolution in education;1;[816826, 1066689, 68, 702269, 5157629, 816826, 193538, 11028, 68, 10931, 8434];['information retrieval', 'human communication', 'computer', 'professional', 'Computing', 'information retrieval', 'Opportunity', 'information', 'computer', 'revolution', 'education']
A prototype information retrieval system for lawyers;1;[121182, 40348];['information system', 'lawyer']
An approach to determining an appropriate file structure for a given application is presented;1;[21162272, 82753, 166142];['means', 'computer file', 'application']
In this paper;1;[11472];['paper']
In this paper we;1;[11472];['paper']
Within the framework of the vector space models;1;[271680, 1187982];['software framework', 'vector space model']
An information retrieval model;1;[11028];['information']
In information retrieval;1;[816826];['information retrieval']
Dimensionality reduction plays an important role in efficient similarity search;1;[16000077, 214339, 608751];['dimensionality reduction', 'role', 'nearest neighbor search']
"Two methods are given to improve weighting schemes by using relevance information of a set of queries. The first method is to estimate parameter values of two independence models in information retrieval &mdash; the binary independence model and the non-binary independence model. The parameters estimated here are used to calculate optimal weights for terms in a different set of queries. Performance of this estimation is compared to the inverse document frequency method";1;[190686, 959962, 11028, 36161, 11169, 3531721, 190686, 194112, 486902, 816826, 3531721, 1413083, 11423, 1071233, 36161, 11169, 733968, 37113960, 49848];['subroutine', 'diagram', 'information', 'set', 'question mark', 'Binary Independence Model', 'subroutine', 'value', 'mathematical model', 'information retrieval', 'Binary Independence Model', 'parameter', 'mass', 'terminal emulator', 'set', 'question mark', 'Performance', 'estimate', 'document']
In this paper we address the issue of learning to rank for document retrieval. In the task;1;[11472, 86447, 1638872, 759676];['paper', 'issue', 'document retrieval', 'task']
This paper reports on and discusses a set of user experiments using the TREC 2003 Web interactive track protocol. The focus is on comparing humans and machine algorithms in terms of performance in a topic distillation task. We also investigated the effect of the search results layout in supporting the users' effort.We have demonstrated that machines can perform nearly as well as people on the topic distillation task. Given a system tailored to the task there is significant performance improvement and finally;1;[11472, 36161, 278368, 702761, 190909, 5, 8366, 1071233, 35140, 101017, 2995644, 2995644, 14536140, 278368, 11019, 5, 101017, 58778, 759676, 3643177];['paper', 'set', 'user', 'standard operating procedure', 'focus', 'human', 'algorithm', 'terminal emulator', 'performance', 'distillation', 'result', 'result', 'exertion', 'user', 'machine', 'human', 'distillation', 'system', 'task', 'Performance improvement']
"The term relevance weighting method has been shown to produce optimal information retrieval queries under well-defined conditions. The parameters needed to generate the term relevance factors cannot unfortunately be estimated accurately in practice; futhermore";1;[190686, 11169, 12136, 1413083, 760170, 334600];['subroutine', 'question mark', 'disease', 'parameter', 'enumerated type', 'practice']
Information filtering has made considerable progress in recent years. The predominant approaches are content-based methods and collaborative methods. Researchers have largely concentrated on either of the two approaches since a principled unifying framework is still lacking. This paper suggests that both approaches can be combined under a hierarchical Bayesian framework. Individual content-based user profiles are generated and collaboration between various user models is achieved via a common learned prior distribution. However;1;[6030654, 1963461, 577, 21162272, 190686, 5145846, 16968515, 21162272, 271680, 11472, 21162272, 271680, 252500, 1145523, 486902, 278090];['Information', 'OpenEdge Advanced Business Language', 'year', 'means', 'subroutine', 'Collaborative method', 'Researcher', 'means', 'software framework', 'paper', 'means', 'software framework', 'user profile', 'collaboration', 'mathematical model', 'prior probability']
Wide area networks provide a variety of information sources which can be exploited only by appropriate information retrieval techniques such as repeated automatic query of remote databases and bulletin boards. Distinctive features of the content and access methods of information on wide area nets are discussed from an IR perspective. The development;1;[11384, 3329375, 3523102, 11028, 11169, 8513, 168210, 1152224, 190686, 1260632, 1200690, 11028, 11500, 11388, 1395034];['wide area network', 'language variety', 'information source', 'information', 'question mark', 'database', 'Internet forum', 'distinctive feature', 'subroutine', 'content', 'Access', 'information', 'area', 'infrared radiation', 'new product development']
There have been significant advances in Cross-Language Information Retrieval (CLIR) in recent years. One of the major remaining reasons that CLIR does not perform as well as monolingual retrieval is the presence of out of vocabulary (OOV) terms. Previous work has either relied on manual intervention or has only been partially successful in solving this problem. We use a method that extends earlier work in this area by augmenting this with statistical analysis;1;[898429, 986551, 16952194, 577, 178354, 16952194, 27590475, 215408, 1071233, 42213, 179661, 759676, 190686, 42213, 11500, 12718609];['constantan', 'Cross-language information retrieval', 'Council on Library and Information Resources', 'year', 'reason', 'Council on Library and Information Resources', 'The Retrieval', 'Presence', 'terminal emulator', 'work', 'treatment', 'task', 'subroutine', 'work', 'area', 'statistical method']
